id,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
6457359,omega institute for holistic studies,eomega.org,1977.0,"health, wellness and fitness",201 - 500,"rhinebeck, new york, united states",united states,linkedin.com/company/omega-institute-cp,133,503
951560,"the spyglass group, llc.",spyglass.net,2001.0,management consulting,201 - 500,"westlake, ohio, united states",united states,linkedin.com/company/the-spyglass-group-llc-,131,266
876893,arrow truck sales,arrowtruck.com,1950.0,transportation/trucking/railroad,201 - 500,"kansas city, missouri, united states",united states,linkedin.com/company/arrow-truck-sales,215,387
520258,city of bridgeport connecticut,bridgeport.ct.us,,law enforcement,201 - 500,"bridgeport, connecticut, united states",united states,linkedin.com/company/city-of-bridgeport-connecticut,148,267
6492759,mojix,mojix.com,2005.0,wireless,201 - 500,"los angeles, california, united states",united states,linkedin.com/company/mojix,148,224
1519820,lendingkart,lendingkart.com,2014.0,financial services,501 - 1000,"gujrat, west bengal, india",india,linkedin.com/company/lendingkart,188,282
5679388,cray inc.,cray.com,2000.0,computer hardware,1001 - 5000,"seattle, washington, united states",united states,linkedin.com/company/cray-inc-,729,1649
414053,dutchess boces,dcboces.org,1948.0,public relations and communications,201 - 500,"poughkeepsie, new york, united states",united states,linkedin.com/company/dutchess-boces,105,182
6809872,maclean fogg company,maclean-fogg.com,1925.0,automotive,201 - 500,"mundelein, illinois, united states",united states,linkedin.com/company/maclean-fogg-company,117,318
5235532,mol romania,molromania.ro,1995.0,oil & energy,201 - 500,,,linkedin.com/company/mol-romania,153,351
1000196,t-system,tsystem.com,1996.0,hospital & health care,201 - 500,"dallas, texas, united states",united states,linkedin.com/company/t-system,187,572
6826955,eli lilly china,lillychina.com,1876.0,pharmaceuticals,501 - 1000,"shanghai, shanghai, china",china,linkedin.com/company/eli-lilly-china,198,386
5602052,carver county,carver.mn.us,,government administration,201 - 500,"chaska, minnesota, united states",united states,linkedin.com/company/carver-county-library,167,336
6335532,alam maritim resources berhad,alam-maritim.com.my,,oil & energy,201 - 500,,,linkedin.com/company/alam-maritim-resources-berhad,121,272
24396,peterson cat,petersoncat.com,1936.0,machinery,201 - 500,"san leandro, california, united states",united states,linkedin.com/company/peterson-cat,176,273
1859595,salarpuria sattva,sattvagroup.in,1986.0,real estate,501 - 1000,"bangalore, karnataka, india",india,linkedin.com/company/sattva-group,174,289
5416926,matchtech,matchtech.com,1984.0,staffing and recruiting,501 - 1000,"fareham, hampshire, united kingdom",united kingdom,linkedin.com/company/matchtech,346,866
4427388,tenaristamsa,tenaristamsa.com,1952.0,oil & energy,1001 - 5000,"veracruz, veracruz, mexico",mexico,linkedin.com/company/tenaristamsa,429,1142
2984895,toa corporation,toa-const.co.jp,,construction,501 - 1000,,,linkedin.com/company/toa-corporation,208,483
1013119,banco finandina,bancofinandina.com,1977.0,banking,501 - 1000,"bogota, distrito especial, colombia",colombia,linkedin.com/company/banco-finandina,167,432
3881816,liderança serviços,lideranca.com.br,1995.0,outsourcing/offshoring,501 - 1000,,,linkedin.com/company/lideranca-servicos,182,383
2414737,lutheran services florida,lsfnet.org,1982.0,individual & family services,501 - 1000,"tampa, florida, united states",united states,linkedin.com/company/lutheran-services-florida,324,639
1583600,nebraska medicine,nebraskamed.com,1869.0,hospital & health care,1001 - 5000,"omaha, nebraska, united states",united states,linkedin.com/company/the-nebraska-medical-center,1839,2983
5516980,finnish defence forces,puolustusvoimat.fi,1918.0,military,1001 - 5000,"helsinki, uusimaa, finland",finland,linkedin.com/company/finnish-defence-forces,1011,5622
5577225,yopa property,yopa.co.uk,2015.0,real estate,201 - 500,"london, london, united kingdom",united kingdom,linkedin.com/company/yopa-property,144,219
2322425,tes,tes.ltd.uk,1991.0,wireless,201 - 500,"leyland, lancashire, united kingdom",united kingdom,linkedin.com/company/tes,204,243
4020645,tokmanni oy,tokmanni.fi,,retail,201 - 500,"mäntsälä, uusimaa, finland",finland,linkedin.com/company/tokmanni-oy,153,470
4089632,editora escala ltda,escala.com.br,1992.0,publishing,201 - 500,"sao paulo, sao paulo, brazil",brazil,linkedin.com/company/editora-escala-ltda,126,769
5942263,fondazione ospedale san camillo irccs,ospedalesancamillo.net,2009.0,hospital & health care,201 - 500,"venezia, veneto, italy",italy,linkedin.com/company/fondazione-ospedale-san-camillo-irccs,118,223
4878770,marymount hospital,,,hospital & health care,201 - 500,,,linkedin.com/company/marymount-hospital,154,430
1894629,intralinks,intralinks.com,1996.0,computer software,1001 - 5000,"new york, new york, united states",united states,linkedin.com/company/intralinks,599,1839
3056866,bestway cement limited,bestway.com.pk,1992.0,construction,501 - 1000,"islamabad, islamabad, pakistan",pakistan,linkedin.com/company/bestway-cement-limited,226,482
4463951,prefeitura municipal de betim,,,"health, wellness and fitness",1001 - 5000,,,linkedin.com/company/prefeitura-municipal-de-betim,348,662
6409005,transunion credit bureau,transunion.co.za,,information technology and services,501 - 1000,,,linkedin.com/company/transunion-credit-bureau,255,597
517753,sungard financial systems,,1982.0,information technology and services,1001 - 5000,"wayne, pennsylvania, united states",united states,linkedin.com/company/sungard-financial-systems,792,3673
4200921,aizant drug research solutions pvt ltd,aizant.com,2005.0,pharmaceuticals,501 - 1000,"hyderābād, telangana, india",india,linkedin.com/company/aizant-drug-research-solutions-pvt.-ltd.-hyderabad,253,481
2065695,tufts university school of dental medicine,,,higher education,201 - 500,"somerville, massachusetts, united states",united states,linkedin.com/company/tufts-dental-school,235,455
4086511,atcc,atcc.org,1925.0,biotechnology,501 - 1000,"manassas, virginia, united states",united states,linkedin.com/company/atcc,303,662
5123906,lcbo,lcbo.com,1927.0,retail,1001 - 5000,"toronto, ontario, canada",canada,linkedin.com/company/lcbo,1900,3927
3137271,stabilo international gmbh,stabilo.com,1855.0,consumer goods,201 - 500,,,linkedin.com/company/stabilo-international,121,296
6422083,cabinet de recrutement,centrallecheraasturiana.es,,human resources,201 - 500,,,linkedin.com/company/cabinet-de-recrutement,113,259
3819988,hmc,choosehmc.com,,"health, wellness and fitness",201 - 500,,,linkedin.com/company/health-management-corporation,162,367
3090755,hochschild mining,hocplc.com,1925.0,mining & metals,1001 - 5000,,,linkedin.com/company/hochschild-mining,672,1781
2233202,central bank of the republic of azerbaijan,cbar.az,1992.0,banking,201 - 500,"baku, baki, azerbaijan",azerbaijan,linkedin.com/company/central-bank-of-azerbaijan,164,495
653915,knight capital group,,,financial services,201 - 500,,,linkedin.com/company/knight-capital-group,160,826
6842867,edhec business school,edhec.com,1906.0,higher education,1001 - 5000,"roubaix, nord-pas-de-calais, france",france,linkedin.com/company/edhec-business-school,745,1867
2935745,vivartia,vivartia.com,,food production,201 - 500,,,linkedin.com/company/vivartia,138,402
6461150,wtcb-cstc-bbri,bbri.be,1960.0,construction,201 - 500,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,linkedin.com/company/wtcb-cstc-bbri,159,260
4892830,correctional service of canada,csc-scc.gc.ca,1979.0,public safety,1001 - 5000,"ottawa, ontario, canada",canada,linkedin.com/company/correctional-service-of-canada,1949,3663
4393542,premier mortgage resources,pmrloans.com,1991.0,financial services,201 - 500,"portland, oregon, united states",united states,linkedin.com/company/premier-mortgage-resources,102,160
4494389,china petroleum,,,design,201 - 500,"peking, beijing, china",china,linkedin.com/company/china-petroleum,112,336
7146765,invest financial,investfinancial.com,1982.0,financial services,201 - 500,"tampa, florida, united states",united states,linkedin.com/company/invest-financial,218,591
17338,alianza fiduciaria,alianza.com.co,1986.0,banking,501 - 1000,"colombia, huila, colombia",colombia,linkedin.com/company/alianza-fiduciaria,170,338
4328133,liberty public schools,claytonschools.net,1910.0,education management,1001 - 5000,"clayton, missouri, united states",united states,linkedin.com/company/liberty-public-schools,1002,1617
2795384,pharmmd,pharmmd.com,2006.0,hospital & health care,201 - 500,"brentwood, tennessee, united states",united states,linkedin.com/company/pharmmd,108,272
6105803,asteros,asteros.ru,1998.0,information technology and services,501 - 1000,"moskva, moscow, russia",russia,linkedin.com/company/asteros,272,818
5381173,estado portugues,egoligas.co.za,,"health, wellness and fitness",1001 - 5000,,,linkedin.com/company/estado-portugues,395,457
1465876,oakwood school,oakwoodschool.org,1951.0,primary/secondary education,201 - 500,"north hollywood, california, united states",united states,linkedin.com/company/oakwood-school,152,278
4229908,le parisien,leparisien.fr,1944.0,newspapers,1001 - 5000,"boulogne-billancourt, ile-de-france, france",france,linkedin.com/company/le-parisien,415,1708
3370757,oregon state hospital,,,hospital & health care,1001 - 5000,,,linkedin.com/company/oregon-state-hospital,397,695
3104302,tucson electric power,tep.com,1892.0,utilities,1001 - 5000,"tucson, arizona, united states",united states,linkedin.com/company/tucson-electric-power,636,1094
1347618,pami office furniture,pami.be,1958.0,furniture,201 - 500,"neerpelt, limburg, belgium",belgium,linkedin.com/company/pami-nv,105,165
5240490,mindteck,mindteck.com,1991.0,information technology and services,1001 - 5000,"bangalore, karnataka, india",india,linkedin.com/company/mindteck,491,1630
4232204,cd-adapco,cd-adapco.com,1987.0,computer software,501 - 1000,"melville, new york, united states",united states,linkedin.com/company/cd-adapco,389,1091
4181372,city facilities management,city-holdings.co.uk,,facilities services,1001 - 5000,,,linkedin.com/company/city-facilities-management,376,829
5380238,norges automobil-forbund,naf.no,1924.0,non-profit organization management,201 - 500,"oslo, oslo, norway",norway,linkedin.com/company/norges-automobil-forbund,146,355
5200574,helen keller hospital,helenkeller.com,1921.0,hospital & health care,201 - 500,"sheffield, alabama, united states",united states,linkedin.com/company/helen-keller-hospital,126,211
1034302,thjnk,thjnk.de,2004.0,marketing and advertising,201 - 500,"hamburg, hamburg, germany",germany,linkedin.com/company/thjnk,125,388
5777927,artiste indépendant,jeanprovencher.ca,,entertainment,501 - 1000,,,linkedin.com/company/artiste-ind-pendant,235,270
5483521,worldfish,worldfishcenter.org,,research,201 - 500,"batu maung, penang, malaysia",malaysia,linkedin.com/company/worldfish,133,369
1519620,riksantikvarieämbetet,raa.se,,government administration,501 - 1000,"stockholm, stockholms lan, sweden",sweden,linkedin.com/company/riksantikvarie-mbetet,167,504
5143333,california lutheran university,callutheran.edu,1959.0,higher education,1001 - 5000,"thousand oaks, california, united states",united states,linkedin.com/company/california-lutheran-university,833,2679
1707054,interior office solutions,interiorofficesolutions.com,2000.0,furniture,201 - 500,"irvine, california, united states",united states,linkedin.com/company/interior-office-solutions,103,159
