id,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
104037,santa rita,santarita.com.br,1967.0,retail,201 - 500,"florianópolis, santa catarina, brazil",brazil,linkedin.com/company/santa-rita-engenharia,128,278
1034388,almeida advogados,almeidalaw.com.br,2001.0,law practice,201 - 500,"recife, pernambuco, brazil",brazil,linkedin.com/company/almeida-advogados,103,323
1552497,nssa,,,computer hardware,501 - 1000,,,linkedin.com/company/nssa,224,247
1736739,canisius college,canisius.edu,1870.0,higher education,1001 - 5000,"buffalo, new york, united states",united states,linkedin.com/company/canisius-college,751,2433
953876,perkons sa,perkons.com,,electrical/electronic manufacturing,201 - 500,"pinhais, parana, brazil",brazil,linkedin.com/company/perkons-sa,101,312
3391147,gs1,gs1.org,2005.0,non-profit organization management,501 - 1000,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,linkedin.com/company/gs1,235,686
6343825,younkers,younkers.com,,retail,201 - 500,"milwaukee, wisconsin, united states",united states,linkedin.com/company/younkers,171,846
2048466,access: supports for living,accesssupports.org,1963.0,non-profit organization management,501 - 1000,"middletown, new york, united states",united states,linkedin.com/company/occupations-inc-,275,454
2025983,thomas jefferson university hospitals,jeffersonhospital.org,,hospital & health care,5001 - 10000,"philadelphia, pennsylvania, united states",united states,linkedin.com/company/thomas-jefferson-university-hospitals,3780,8426
3207901,id logistics,id-logistics.com.br,2002.0,logistics and supply chain,1001 - 5000,"barueri, sao paulo, brazil",brazil,linkedin.com/company/id-logistics,837,2021
1704473,miami-dade county,miamidade.gov,1836.0,government administration,5001 - 10000,"miami, florida, united states",united states,linkedin.com/company/miami-dade-county,4051,6069
7002413,tafe queensland east coast,tafeeastcoast.edu.au,1980.0,education management,201 - 500,"mountain creek, queensland, australia",australia,linkedin.com/company/tafeeastcoast,202,357
3028112,marsh canada limited,,1914.0,insurance,1001 - 5000,"toronto, ontario, canada",canada,linkedin.com/company/marsh-canada-limited,627,1338
990117,proterra inc,proterra.com,2004.0,transportation/trucking/railroad,201 - 500,"greenville, south carolina, united states",united states,linkedin.com/company/proterra-inc,228,455
2358558,spielo,spielo.com,,gambling & casinos,201 - 500,,,linkedin.com/company/spielo,116,462
1092934,saham assurance,sahamassurance.com,,insurance,1001 - 5000,"casablanca, north carolina, united states",united states,linkedin.com/company/saham-assurance,725,1337
4136845,plow & hearth,plowandhearth.com,1980.0,retail,201 - 500,"madison, virginia, united states",united states,linkedin.com/company/plow-&-hearth,168,438
3313304,izettle,izettle.com,2010.0,financial services,1001 - 5000,"stockholm, stockholms lan, sweden",sweden,linkedin.com/company/izettle,398,691
4720617,ista,ista.com,1902.0,utilities,1001 - 5000,"essen, north rhine-westphalia, germany",germany,linkedin.com/company/ista,425,896
5096215,sazeh consultants,sazeh.com,1970.0,oil & energy,1001 - 5000,"tehran, tehrān, iran",iran,linkedin.com/company/sazeh-consultants,374,1056
4977898,stanlib,stanlib.com,2002.0,financial services,1001 - 5000,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/stanlib,692,1482
7111271,adarsh developers,adarshdevelopers.com,1988.0,construction,501 - 1000,"bangalore, karnataka, india",india,linkedin.com/company/adarsh-developers,256,461
3552753,farrow & ball,farrow-ball.com,1946.0,retail,201 - 500,"wimborne minster, dorset, united kingdom",united kingdom,linkedin.com/company/farrow-&-ball,208,422
3456899,hdt global,hdtglobal.com,1932.0,defense & space,201 - 500,"solon, ohio, united states",united states,linkedin.com/company/hdt-global,250,451
3504463,dcs corp,dcscorp.com,1977.0,defense & space,1001 - 5000,"alexandria, virginia, united states",united states,linkedin.com/company/dcs-corp,582,1061
1518006,xamk - south-eastern finland university of applied sciences,xamk.fi,2017.0,higher education,501 - 1000,"kotka, kymenlaakso, finland",finland,linkedin.com/company/south-eastern-finland-university-of-applied-sciences,184,235
5266804,nia vassilonikolidakis @ elements salon and studios,,,consumer services,501 - 1000,,,linkedin.com/company/nia-vassilonikolidakis-elements-salon-and-studios,218,220
4550521,it2b - tecnologia,it2b.com.br,2001.0,information technology and services,501 - 1000,,,linkedin.com/company/it2b---tecnologia-e-inova-o---brasil,295,937
6874159,tsjdf,tsjdf.gob.mx,,government administration,501 - 1000,,,linkedin.com/company/tsjdf,261,327
1367414,lehman brothers,lehman.com,,capital markets,5001 - 10000,,,linkedin.com/company/lehman-brothers,2049,28571
4504819,ajilon nederland,ajilon.nl,1975.0,staffing and recruiting,501 - 1000,"zaltbommel, gelderland, netherlands",netherlands,linkedin.com/company/ajilon-nederland,221,814
6308134,srinivasa hatcheries limited,shgroup.in,1978.0,farming,201 - 500,"hyderabad, andhra pradesh, india",india,linkedin.com/company/srinivasa-hatcheries-limited,121,157
2545084,tecban - tecnologia bancária s.a.,tecban.com.br,1982.0,information technology and services,1001 - 5000,"barueri, sao paulo, brazil",brazil,linkedin.com/company/tecnologia-banc-ria-s-a----tecban,746,1679
105549,emporia state university,emporia.edu,1863.0,higher education,1001 - 5000,"emporia, kansas, united states",united states,linkedin.com/company/emporia-state-university,685,1955
3670282,seacon logistics,seaconlogistics.com,1985.0,logistics and supply chain,201 - 500,"venlo, limburg, netherlands",netherlands,linkedin.com/company/seacon-logistics,121,318
4779407,zenimax media,zenimax.com,1999.0,computer games,201 - 500,"rockville, maryland, united states",united states,linkedin.com/company/zenimax,123,225
5311660,accesa,accesa.com.uy,,telecommunications,201 - 500,"montevideo, montevideo, uruguay",uruguay,linkedin.com/company/accesa,108,204
2286964,macadamian technologies,macadamian.com,1997.0,computer software,201 - 500,"gatineau, quebec, canada",canada,linkedin.com/company/macadamian,132,392
1969432,mds pharma services,mdsps.com,1966.0,pharmaceuticals,501 - 1000,"king of prussia, pennsylvania, united states",united states,linkedin.com/company/mds-pharma-services,311,3148
1047510,sis organizacion,sisorg.com.mx,1987.0,information technology and services,201 - 500,"monterrey, nuevo leon, mexico",mexico,linkedin.com/company/sis-organizacion,134,284
215740,uespi,uniconengineering.com,,management consulting,501 - 1000,,,linkedin.com/company/uespi,199,247
5453950,act training ltd,acttraining.org.uk,1988.0,education management,201 - 500,"cardiff, cardiff, united kingdom",united kingdom,linkedin.com/company/act-training,138,241
2915872,donaldson,,1915.0,mechanical or industrial engineering,501 - 1000,"bloomington, minnesota, united states",united states,linkedin.com/company/donaldsoncompany,361,613
569758,tokopedia,tokopedia.com,2009.0,internet,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--tokopedia,1071,1608
2397717,niscayah,niscayah.com,,security and investigations,201 - 500,"ase, vasternorrlands lan, sweden",sweden,linkedin.com/company/niscayah,120,1100
75438,livingsocial,livingsocial.com,2007.0,marketing and advertising,1001 - 5000,"washington, district of columbia, united states",united states,linkedin.com/company/livingsocial,670,4697
1552343,bridgewater associates,bwater.com,1975.0,investment management,1001 - 5000,"westport, connecticut, united states",united states,linkedin.com/company/bridgewater-associates,1226,3695
112254,city of los angeles,midvalleypolicecouncil.org,,government administration,10001+,"los angeles, california, united states",united states,linkedin.com/company/city-of-los-angeles,6881,11065
1206616,propia,depco.cl,,paper & forest products,10001+,,luxembourg,linkedin.com/company/propia_5,8343,8805
3362409,atlantis casino resort spa,atlantiscasino.com,,gambling & casinos,501 - 1000,"reno, nevada, united states",united states,linkedin.com/company/atlantis-casino-resort-spa,269,692
4866720,new york state senate,nysenate.gov,,government administration,501 - 1000,"albany, new york, united states",united states,linkedin.com/company/new-york-state-senate,456,2003
3629752,santos brasil,santosbrasil.com.br,1997.0,logistics and supply chain,1001 - 5000,,,linkedin.com/company/santos-brasil,503,1215
4910536,sudanese thermal power generating company ltd,stpgc.com,,oil & energy,201 - 500,"khartoum, khartoum, sudan",sudan,linkedin.com/company/sudanese-thermal-power-generating-company-ltd,145,245
1686292,loomis,loomis.com,1852.0,transportation/trucking/railroad,5001 - 10000,"solna, stockholm, sweden",sweden,linkedin.com/company/loomis,2122,5023
2401977,minnkota power cooperative,minnkota.com,,utilities,201 - 500,"grand forks, north dakota, united states",united states,linkedin.com/company/minnkota-power-cooperative,112,145
2445454,national yang ming university,ym.edu.tw,,research,1001 - 5000,"panchiao, t'ai-pei, taiwan",taiwan,linkedin.com/company/national-yang-ming-university,412,887
1781799,aurora health care,aurorahealthcare.org,,hospital & health care,10001+,"milwaukee, wisconsin, united states",united states,linkedin.com/company/aurora-health-care,9582,15100
5093548,morrison express,morrisonexpress.com,1972.0,logistics and supply chain,501 - 1000,"taipei, taiwan, taiwan",taiwan,linkedin.com/company/morrison-express,228,481
1527755,iri asia pacific,iriworldwide.com.au,1995.0,market research,201 - 500,"chicago, illinois, united states",united states,linkedin.com/company/iri-australia,119,409
5192360,miss universe organization,missuniverse.com,1952.0,broadcast media,201 - 500,"new york, new york, united states",united states,linkedin.com/company/miss-universe-organization,116,705
325366,aabsys it pvt. ltd.,aabsys.com,1998.0,information technology and services,501 - 1000,"bhubaneswar, orissa, india",india,linkedin.com/company/aabsys-it-pvt--ltd-,309,405
5783322,"invensense, inc.",invensense.com,2003.0,semiconductors,501 - 1000,"san jose, california, united states",united states,linkedin.com/company/invensense-inc,343,627
2213781,playwright,petermercurio.com,,performing arts,201 - 500,,,linkedin.com/company/playwright,120,157
240792,c.a. bancorp,,,financial services,201 - 500,,,linkedin.com/company/c.a.-bancorp,125,140
4942328,master electronics,masterelectronics.com,1967.0,electrical/electronic manufacturing,201 - 500,"santa monica, california, united states",united states,linkedin.com/company/masterelectronics,124,414
233543,omaha public power district,oppd.com,1946.0,utilities,1001 - 5000,"omaha, nebraska, united states",united states,linkedin.com/company/omaha-public-power-district,1079,1822
196130,gimo global interactive marketing online ltd,gimo.co.uk,2006.0,marketing and advertising,201 - 500,"london, greater london, united kingdom",united kingdom,linkedin.com/company/gimo-global-interactive-marketing-online-ltd,101,376
1102492,city of victorville,victorvilleca.gov,1962.0,government administration,201 - 500,"victorville, california, united states",united states,linkedin.com/company/city-of-victorville,124,211
1222934,currency exchange international,ceifx.com,1998.0,financial services,201 - 500,"orlando, florida, united states",united states,linkedin.com/company/currency-exchange-international,112,238
3292462,aci logistics limited,shwapno.com,2008.0,retail,501 - 1000,"dhaka, dhaka, bangladesh",bangladesh,linkedin.com/company/aci-logistics-limited,181,400
979210,synaptive medical,synaptivemedical.com,2012.0,medical devices,201 - 500,"toronto, ontario, canada",canada,linkedin.com/company/synaptive-medical,197,382
4760410,audi,audistockholm.se,,automotive,1001 - 5000,"stockholm, stockholms lan, sweden",sweden,linkedin.com/company/audi,498,757
5619222,horizon health services,horizon-health.org,1975.0,hospital & health care,201 - 500,"buffalo, new york, united states",united states,linkedin.com/company/horizon-health-services,223,511
5660612,roko construction ltd.,roko.co.ug,,construction,201 - 500,,,linkedin.com/company/roko-construction-ltd.,108,231
618501,columbia university school of nursing,,,higher education,201 - 500,"new york, new york, united states",united states,linkedin.com/company/columbia.edu,141,344
1452612,scott county,scottcountymn.gov,1853.0,government administration,501 - 1000,"shakopee, minnesota, united states",united states,linkedin.com/company/scott-county,318,501
6179165,beta cae systems s.a.,beta-cae.com,1990.0,computer software,201 - 500,"root, lucerne, switzerland",switzerland,linkedin.com/company/beta-cae-systems,149,182
2411441,université de bretagne occidentale,univ-brest.fr,1972.0,higher education,1001 - 5000,"brest, bretagne, france",france,linkedin.com/company/ubo,835,1804
2734281,pru life uk,prulifeuk.com.ph,1996.0,financial services,5001 - 10000,"manila, manila, philippines",philippines,linkedin.com/company/prulife-uk,1753,2379
5194963,master chemical corporation,masterchemical.com,1951.0,chemicals,201 - 500,"perrysburg, ohio, united states",united states,linkedin.com/company/master-chemical-corporation,134,226
7007812,ametek aerospace,,,aviation & aerospace,501 - 1000,,,linkedin.com/company/ametek-aerospace,172,487
950507,organic valley,organicvalley.coop,1988.0,food & beverages,501 - 1000,"la farge, wisconsin, united states",united states,linkedin.com/company/organic-valley,403,667
6124951,aipac,aipac.org,1952.0,political organization,501 - 1000,"washington, district of columbia, united states",united states,linkedin.com/company/aipac,354,1249
4045030,fm group world,fmworld.com,2004.0,cosmetics,501 - 1000,"wrocław, lower silesia, poland",poland,linkedin.com/company/fm-group-world,277,537
1331418,valley medical center,valleymed.org,1947.0,hospital & health care,1001 - 5000,"renton, washington, united states",united states,linkedin.com/company/valley-medical-center,1170,2142
1666593,prisma media,prismamedia.com,1979.0,newspapers,1001 - 5000,"gennevilliers, île-de-france, france",france,linkedin.com/company/prisma-media,900,2641
3210300,fujifilm de mexico,fujifilm.com.mx,,photography,201 - 500,"mexico, distrito federal, mexico",mexico,linkedin.com/company/fujifilm-de-mexico,106,160
6117902,libre emploi,libreemploi.qc.ca,1997.0,individual & family services,201 - 500,,canada,linkedin.com/company/libre-emploi,153,176
1771869,université claude bernard lyon 1,univ-lyon1.fr,1971.0,education management,1001 - 5000,"villeurbanne, auvergne-rhône-alpes, france",france,linkedin.com/company/universit-claude-bernard-lyon-1,987,2942
1706099,louisville/jefferson county metropolitan sewer district,louisvillemsd.org,1946.0,utilities,201 - 500,"louisville, kentucky, united states",united states,linkedin.com/company/louisville-metropolitan-sewer-district,148,237
1421027,k+s chile s.a.,ks-chile.com,1905.0,mining & metals,501 - 1000,"santiago, santiago metropolitan, chile",chile,linkedin.com/company/sociedad-punta-de-lobos,168,329
5791714,quality schools international,qsi.org,1971.0,primary/secondary education,201 - 500,"wilder, idaho, united states",united states,linkedin.com/company/quality-schools-international,176,397
1239294,loblaws inc,gobac.ca,,retail,201 - 500,"cornwall, ontario, canada",canada,linkedin.com/company/loblaws-inc,128,296
6054669,infoglobo,infoglobo.com.br,,newspapers,1001 - 5000,,,linkedin.com/company/infoglobo,807,2683
2983823,sable37,sable37.com,2004.0,information technology and services,201 - 500,"brisbane, queensland, australia",australia,linkedin.com/company/sable-37,133,175
466249,rabobank drechtsteden,,,banking,201 - 500,"dordrecht, zuid-holland, netherlands",netherlands,linkedin.com/company/rabobank-drechtsteden,137,458
4409958,moelven,moelven.com,1899.0,building materials,501 - 1000,"akre, hordaland, norway",norway,linkedin.com/company/moelven,174,400
1275762,hackerearth,hackerearth.com,2012.0,computer software,501 - 1000,"bangalore, karnataka, india",india,linkedin.com/company/hackerearth,195,460
3905868,lerner david littenberg krumholz & mentlik,lernerdavid.com,1969.0,law practice,201 - 500,"westfield, new jersey, united states",united states,linkedin.com/company/lernerdavidllp,108,220
159576,universidade federal do vale do são francisco,univasf.edu.br,,higher education,1001 - 5000,,,linkedin.com/company/universidade-federal-do-vale-do-s-o-francisco,389,581
5309248,brotman medical center,,,hospital & health care,201 - 500,"harbor city, california, united states",united states,linkedin.com/company/brotman-medical-center,134,383
6849275,bezeq international,bezeqint.net,1996.0,telecommunications,1001 - 5000,,,linkedin.com/company/bezeq-international,592,1937
3804458,diretor comercial,elementpropaganda.com.br,,marketing and advertising,201 - 500,,,linkedin.com/company/diretor-comercial,144,203
4044716,timbar packaging and display,timbar.com,,packaging and containers,201 - 500,"hanover, pennsylvania, united states",united states,linkedin.com/company/timbar-packaging-and-display,129,317
3875268,centre international d'études pédagogiques (ciep),ciep.fr,1945.0,education management,501 - 1000,"sevres, ile-de-france, france",france,linkedin.com/company/centre-international-d'etudes-pedagogiques-ciep-,191,923
1979291,college of western idaho,cwidaho.cc,2007.0,higher education,501 - 1000,"nampa, idaho, united states",united states,linkedin.com/company/college-of-western-idaho,484,868
3856827,bakker logistiek groep bv,bakker-logistiek.nl,1900.0,logistics and supply chain,201 - 500,"zeewolde, flevoland, netherlands",netherlands,linkedin.com/company/bakker-logistiek-groep,155,448
2845073,k·coe isom,kcoe.com,1932.0,accounting,501 - 1000,"salina, kansas, united states",united states,linkedin.com/company/kcoeisom,253,564
433708,clayton homes,claytonhomes.com,1956.0,real estate,1001 - 5000,,,linkedin.com/company/clayton-homes,1225,2410
4760360,govt of india,indiantobacco.com,,tobacco,501 - 1000,,,linkedin.com/company/govt-of-india,206,230
4049899,svi,,,information technology and services,201 - 500,,,linkedin.com/company/software-ventures-international,120,539
2819368,christians against poverty,capuk.org,1996.0,financial services,201 - 500,"bradford, bradford, united kingdom",united kingdom,linkedin.com/company/christians-against-poverty,207,372
1614349,trustpilot,trustpilot.com,2007.0,internet,501 - 1000,"new york, new york, united states",united states,linkedin.com/company/trustpilot,489,1004
6781957,monster.com india pvt ltd (monster gulf),monstergulf.com,2004.0,internet,201 - 500,"dhubai, uttar pradesh, india",india,linkedin.com/company/monster-com-india-pvt-ltd-monster-gulf-,155,537
2301983,catholic church,christchurchhg.co.uk,1960.0,animation,201 - 500,"verdigre, nebraska, united states",united states,linkedin.com/company/catholic-church,146,181
2702405,global napi pharmaceuticals,globalnapi.com,,pharmaceuticals,501 - 1000,,,linkedin.com/company/global-napi-pharmaceuticals,217,548
6085530,bellevue school district,bsd405.org,,primary/secondary education,1001 - 5000,"bellevue, washington, united states",united states,linkedin.com/company/bellevue-school-district,1128,1858
6395126,agence de la santé et des services sociaux des laurentides,,,government administration,1001 - 5000,,canada,linkedin.com/company/agence-de-la-sant-et-des-services-sociaux-des-laurentides,609,695
5014830,opitz consulting deutschland gmbh,opitz-consulting.com,1990.0,information technology and services,201 - 500,"gummersbach, nordrhein-westfalen, germany",germany,linkedin.com/company/opitz-consulting-deutschland-gmbh,110,254
260093,"bdo usa, llp",bdo.com,1910.0,accounting,10001+,"chicago, illinois, united states",united states,linkedin.com/company/bdo-usa-llp,5496,13930
355508,lincoln learning solutions,lincolnlearningsolutions.org,2005.0,e-learning,201 - 500,"rochester, pennsylvania, united states",united states,linkedin.com/company/lincoln-learning-solutions,170,341
6017186,bemis associates,bemisworldwide.com,1910.0,plastics,201 - 500,"shirley, massachusetts, united states",united states,linkedin.com/company/bemis-associates,164,292
863601,grupo mateus,grupomateus.com.br,1986.0,retail,501 - 1000,"sao luis, maranhao, brazil",brazil,linkedin.com/company/grupo-mateus,301,650
6571175,yahoo7,,2006.0,online media,201 - 500,"sydney, new south wales, australia",australia,linkedin.com/company/yahoo7,148,580
6078625,benchmarx kitchens & joinery,benchmarxshowroom.co.uk,2006.0,building materials,501 - 1000,,,linkedin.com/company/benchmarx-kitchens-&-joinery,300,446
6334729,ayuntamiento de mexicali,mexicali.gob.mx,,government administration,201 - 500,,,linkedin.com/company/ayuntamiento-de-mexicali,149,229
678526,cobalt legal,cobalt.legal,,law practice,201 - 500,"minsk, minsk, belarus",belarus,linkedin.com/company/cobalt-legal,111,203
3617890,kenexa,,,human resources,201 - 500,"armonk, new york, united states",united states,linkedin.com/company/kenexa,125,335
6822175,neue zürcher zeitung,nzz.ch,,newspapers,201 - 500,"zurich, zurich, switzerland",switzerland,linkedin.com/company/neue-zurcher-zeitung,166,450
3146270,melwood horticultural training center,melwood.org,1963.0,individual & family services,201 - 500,"upper marlboro, maryland, united states",united states,linkedin.com/company/melwood-horticultural-training-center,142,345
685532,ics maugeri spa società benefit,icsmaugeri.it,1965.0,medical practice,501 - 1000,"pavia, lombardia, italy",italy,linkedin.com/company/ics-maugeri-spa-società-benefit,186,372
161995,hoa sen group,hoasengroup.vn,2001.0,building materials,201 - 500,,vietnam,linkedin.com/company/hoa-sen-group,118,236
264998,snapp.ir,snapp.ir,2014.0,information technology and services,201 - 500,,,linkedin.com/company/snapp.ir,104,175
2458265,hydro is partner,,,information technology and services,501 - 1000,"oslo, oslo, norway",norway,linkedin.com/company/hydro-is-partner,192,557
2191113,financial education services inc.,myfes.net,2004.0,financial services,501 - 1000,"farmington, michigan, united states",united states,linkedin.com/company/financialeducationservices,324,343
3569613,aq,aqworks.com,2008.0,design,201 - 500,"tokyo, tokyo, japan",japan,linkedin.com/company/aq,111,127
4764277,sofradir,sofradir.com,1986.0,defense & space,501 - 1000,"palaiseau, île-de-france, france",france,linkedin.com/company/sofradir,241,431
6097745,scomi engineering mumbai monorail,scomi.com,,railroad manufacture,201 - 500,,,linkedin.com/company/scomi-engineering-mumbai-monorail,108,235
3752300,bk,bankir.ru,,insurance,1001 - 5000,,,linkedin.com/company/bk,475,527
427908,"""bars group"" ltd",bars-open.ru,1992.0,information technology and services,501 - 1000,"kazan, tatarstan, russia",russia,linkedin.com/company/-bars-group-ltd,252,544
1091698,cassiday schade llp,cassiday.com,1979.0,law practice,201 - 500,"chicago, illinois, united states",united states,linkedin.com/company/cassiday-schade-llp,123,264
1861215,cherry bekaert llp,cbh.com,1947.0,accounting,1001 - 5000,"richmond, virginia, united states",united states,linkedin.com/company/cherry-bekaert-llp,869,2496
2741909,maitland,maitlandgroup.com,1976.0,financial services,1001 - 5000,"wayne, michigan, united states",malta,linkedin.com/company/maitland,605,1243
1640994,my little paris,mylittleparis.com,2008.0,media production,201 - 500,"paris, île-de-france, france",france,linkedin.com/company/my-little-paris,103,436
3699393,cadafe (corpoelec),cadafe.com.ve,,renewables & environment,1001 - 5000,"caracas, capital, venezuela",venezuela,linkedin.com/company/cadafe-corpoelec-,434,966
7145190,mitsui sumitomo seguros,mitsuisumitomo.com.br,1965.0,insurance,201 - 500,"sao paulo, sao paulo, brazil",brazil,linkedin.com/company/mitsui-sumitomo-seguros,106,288
6277587,shanghai pudong development bank,spdb.com.cn,,banking,1001 - 5000,,,linkedin.com/company/shanghai-pudong-development-bank,1029,2712
1105888,"savvysherpa, inc.",savvysherpa.com,2001.0,research,201 - 500,"brooklyn park, minnesota, united states",united states,linkedin.com/company/savvysherpa-inc,118,279
5016877,harvey building products,harveybp.com,1961.0,building materials,501 - 1000,"waltham, massachusetts, united states",united states,linkedin.com/company/harvey-building-products,290,501
6753349,acceso,acceso.com,1987.0,market research,201 - 500,"madrid, madrid, spain",spain,linkedin.com/company/acceso,120,335
220443,ksi,klantenservice.info,,management consulting,201 - 500,"hofit, hamerkaz, israel",israel,linkedin.com/company/ksi,124,198
3568907,parisi speed school,parisischool.com,1992.0,"health, wellness and fitness",201 - 500,"wyckoff, new jersey, united states",united states,linkedin.com/company/parisi-speed-school,103,439
502579,seabank,seabank.com.vn,1994.0,banking,201 - 500,"hanoi, ha noi, vietnam",vietnam,linkedin.com/company/seabank,147,258
3139561,lam research,lamresearch.com,1980.0,semiconductors,5001 - 10000,"fremont, california, united states",united states,linkedin.com/company/lam-research,4441,7762
4106283,sally beauty,sallybeauty.com,1964.0,retail,1001 - 5000,"denton, texas, united states",united states,linkedin.com/company/sally-beauty-company,1997,5260
2216531,care uk,careuk.com,,hospital & health care,1001 - 5000,"colchester, essex, united kingdom",united kingdom,linkedin.com/company/care-uk,2061,4281
4647638,tdindustries,tdindustries.com,1946.0,construction,1001 - 5000,"dallas, texas, united states",united states,linkedin.com/company/tdindustries,656,1153
779550,@walmartlabs india,,,information technology and services,1001 - 5000,"bangalore, karnataka, india",india,linkedin.com/company/walmartlabs-india,539,757
4165597,bdo south africa,bdo.co.za,,accounting,1001 - 5000,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/bdo-south-africa,375,1101
648249,thatcher company,tchem.com,1967.0,chemicals,201 - 500,"salt lake city, utah, united states",united states,linkedin.com/company/thatcher-company,116,209
4488789,gorbel,gorbel.com,1977.0,machinery,201 - 500,"fishers, new york, united states",united states,linkedin.com/company/gorbel,131,279
3571644,cartus,cartus.com,1955.0,real estate,1001 - 5000,"danbury, connecticut, united states",united states,linkedin.com/company/cartus,1684,4092
4053159,bayer business services,,2002.0,information technology and services,1001 - 5000,"leverkusen, north rhine-westphalia, germany",germany,linkedin.com/company/bayer-business-services,1599,3473
1002010,jazzercise,,,"health, wellness and fitness",201 - 500,"carlsbad, california, united states",united states,linkedin.com/company/jazzercise,185,305
4809595,studio dottore commercialista,scolartraining.com,,accounting,501 - 1000,,,linkedin.com/company/studio-dottore-commercialista,240,570
1227075,transport infrastructure ireland,tii.ie,2015.0,transportation/trucking/railroad,201 - 500,"dublin, dublin, ireland",ireland,linkedin.com/company/railway-procurement-agency,124,298
1965700,vtb capital,vtbcapital.com,2008.0,investment banking,1001 - 5000,"moscow, moscow city, russia",russia,linkedin.com/company/vtb-capital,635,1604
5960547,carigali hess operating company sdn bhd,,,oil & energy,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/carigali-hess-operating-company-sdn-bhd,248,578
5390707,mota-engil perú s.a.,mota-engil.pe,1986.0,construction,501 - 1000,,,linkedin.com/company/mota-engil-per-s-a-,321,892
5817273,treasure coast hospice,tchospice.org,1982.0,hospital & health care,201 - 500,"stuart, florida, united states",united states,linkedin.com/company/treasure-coast-hospice,111,205
6869168,trudon (pty) ltd,trudon.co.za,1952.0,publishing,1001 - 5000,"bruma, gauteng, south africa",south africa,linkedin.com/company/trudon-pty-ltd,380,663
6226760,audi of america,audiusa.com,1909.0,automotive,1001 - 5000,"herndon, virginia, united states",united states,linkedin.com/company/audi-of-america,575,1309
3216037,kbc bank ireland,kbc.ie,1973.0,financial services,1001 - 5000,"dublin, dublin, ireland",ireland,linkedin.com/company/kbc-bank-ireland,656,1437
4280034,saint paul public schools,spps.org,1856.0,education management,1001 - 5000,,united states,linkedin.com/company/saint-paul-public-schools,1143,2241
5688033,enablon,enablon.com,2000.0,computer software,201 - 500,"chicago, illinois, united states",united states,linkedin.com/company/enablon,246,712
2000165,ebix india,,1976.0,information technology and services,501 - 1000,"noida, uttar pradesh, india",india,linkedin.com/company/ebix-india,255,446
1494934,ffbl,ffbl.com.pk,1995.0,chemicals,501 - 1000,"rawalpindi, punjab, pakistan",pakistan,linkedin.com/company/ffbl,273,525
3058100,unitypoint health - trinity,trinityqc.com,,hospital & health care,501 - 1000,"rock island, illinois, united states",united states,linkedin.com/company/trinity-regional-health-system,271,498
3799925,remitly,remitly.com,2011.0,financial services,201 - 500,"seattle, washington, united states",united states,linkedin.com/company/remitly,200,265
4612311,grupo dasa,dasa.com.br,1999.0,hospital & health care,5001 - 10000,"barueri, sao paulo, brazil",brazil,linkedin.com/company/dasa,1968,4434
6994104,bhs,bhs.co.uk,,retail,1001 - 5000,"london, greater london, united kingdom",united kingdom,linkedin.com/company/bhs,1344,6091
6253283,lapam confartigianato modena,lapam.mo.it,1958.0,accounting,501 - 1000,"modena, emilia-romagna, italy",italy,linkedin.com/company/lapam-confartigianato-modena,173,238
1905507,etiqa insurance and takaful,etiqa.com.my,2007.0,financial services,1001 - 5000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/etiqa,505,815
4214200,szkoła podstawowa,sp.nl,1980.0,legal services,1001 - 5000,,,linkedin.com/company/sp,953,1033
3486762,bath iron works,gdbiw.com,,shipbuilding,1001 - 5000,"bath, maine, united states",united states,linkedin.com/company/bath-iron-works,722,1530
1403517,palacký university olomouc,upol.cz,,higher education,1001 - 5000,"olomouc, olomoucky kraj, czechia",czechia,linkedin.com/company/palack-university-olomouc,494,897
5052331,inmobiliaria aconcagua,iaconcagua.com,1980.0,real estate,501 - 1000,"santiago, santiago metropolitan, chile",chile,linkedin.com/company/inmobiliaria-aconcagua,299,825
2348793,"the third floor, inc.",thethirdfloorinc.com,2004.0,motion pictures and film,201 - 500,"los angeles, california, united states",united states,linkedin.com/company/the-third-floor-inc-,240,721
1200392,geolog international b.v.,geolog.com,1982.0,oil & energy,1001 - 5000,"ee, friesland, netherlands",netherlands,linkedin.com/company/geolog-international-b.v.,678,1461
2412540,eleconomista,eleconomista.es,2006.0,internet,201 - 500,"madrid, madrid, spain",spain,linkedin.com/company/eleconomista,147,526
3524413,consultório odontológico,dentistavip.com,,"health, wellness and fitness",5001 - 10000,,,linkedin.com/company/consult-rio-odontol-gico,2002,2416
5107318,mylan laboratories limited,mylanlabs.in,,pharmaceuticals,10001+,,,linkedin.com/company/maylan-laboratories-limited,3382,5133
631847,oodles technologies pvt ltd,oodlestechnologies.com,2009.0,computer software,201 - 500,"gurgaon, haryana, india",india,linkedin.com/company/oodles-technologies-pvt-ltd,115,200
